product,contract_role,period,source_role,listing_start,provider_authoritative_start,provider_metadata_support,physical_min,target_start,target_end,boundary_status,boundary_reason,physical_coverage,registration,quality,reference_metadata,evidence_path_count,identity_conflict,physical_path_count,manifest_record_count,db_record_count,checksum_status_counts,profile_eligibility_statuses,residual_reasons,recommended_next_task
ad,dominant_main,1d,direct,2025-06-10,,absent,2025-06-10,2025-06-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ad,dominant_main,1m,direct,2025-06-10,,absent,2025-06-10,2025-06-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ad,dominant_main,1w,direct,2025-06-10,,absent,2025-06-13,2025-06-13,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ad,dominant_main,30m,derived_from_1m,2025-06-10,,absent,2025-06-10,2025-06-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ad,dominant_main,5m,derived_from_1m,2025-06-10,,absent,2025-06-10,2025-06-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ad,dominant_main,60m,derived_from_1m,2025-06-10,,absent,2025-06-10,2025-06-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ag,dominant_main,15m,derived_from_1m,2012-05-10,,absent,2020-01-02,2012-05-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ag,dominant_main,1d,derived_from_1m,2012-05-10,,absent,2012-05-10,2012-05-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ag,dominant_main,1d,direct,2012-05-10,,absent,2012-05-10,2012-05-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ag,dominant_main,1m,direct,2012-05-10,,absent,2012-05-10,2012-05-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ag,dominant_main,1w,direct,2012-05-10,,absent,2012-05-11,2012-05-11,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
ag,dominant_main,30m,derived_from_1m,2012-05-10,,absent,2020-01-02,2012-05-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ag,dominant_main,5m,derived_from_1m,2012-05-10,,absent,2020-01-02,2012-05-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ag,dominant_main,60m,derived_from_1m,2012-05-10,,absent,2020-01-02,2012-05-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
al,dominant_main,15m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
al,dominant_main,1d,derived_from_1m,1999-01-04,,absent,2000-01-05,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,5,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
al,dominant_main,1d,direct,1999-01-04,,absent,2000-01-05,2000-01-05,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
al,dominant_main,1m,direct,1999-01-04,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
al,dominant_main,1w,direct,1999-01-04,,absent,2000-01-07,2000-01-07,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,6,False,6,6,1,"{""declared_conflict"": 1, ""matched"": 5}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
al,dominant_main,30m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
al,dominant_main,5m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
al,dominant_main,60m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ao,dominant_main,15m,derived_from_1m,2023-06-19,,absent,2023-06-19,2023-06-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ao,dominant_main,1d,derived_from_1m,2023-06-19,,absent,2023-06-19,2023-06-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ao,dominant_main,1d,direct,2023-06-19,,absent,2023-06-19,2023-06-19,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ao,dominant_main,1m,direct,2023-06-19,,absent,2023-06-19,2023-06-19,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ao,dominant_main,1w,direct,2023-06-19,,absent,2023-06-21,2023-06-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ao,dominant_main,30m,derived_from_1m,2023-06-19,,absent,2023-06-19,2023-06-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ao,dominant_main,5m,derived_from_1m,2023-06-19,,absent,2023-06-19,2023-06-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ao,dominant_main,60m,derived_from_1m,2023-06-19,,absent,2023-06-19,2023-06-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ap,dominant_main,15m,derived_from_1m,2017-12-22,,absent,2020-01-02,2017-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ap,dominant_main,1d,derived_from_1m,2017-12-22,,absent,2017-12-22,2017-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ap,dominant_main,1d,direct,2017-12-22,,absent,2017-12-22,2017-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ap,dominant_main,1m,direct,2017-12-22,,absent,2017-12-22,2017-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
ap,dominant_main,1w,direct,2017-12-22,,absent,2017-12-22,2017-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
ap,dominant_main,30m,derived_from_1m,2017-12-22,,absent,2020-01-02,2017-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ap,dominant_main,5m,derived_from_1m,2017-12-22,,absent,2020-01-02,2017-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
ap,dominant_main,60m,derived_from_1m,2017-12-22,,absent,2020-01-02,2017-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
au,dominant_main,15m,derived_from_1m,2008-01-09,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
au,dominant_main,1d,derived_from_1m,2008-01-09,,absent,2008-01-09,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
au,dominant_main,1d,direct,2008-01-09,,absent,2008-01-09,2008-01-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
au,dominant_main,1m,direct,2008-01-09,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
au,dominant_main,1w,direct,2008-01-09,,absent,2008-01-11,2008-01-11,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
au,dominant_main,30m,derived_from_1m,2008-01-09,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
au,dominant_main,5m,derived_from_1m,2008-01-09,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
au,dominant_main,60m,derived_from_1m,2008-01-09,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
b,dominant_main,15m,derived_from_1m,2004-12-22,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
b,dominant_main,1d,derived_from_1m,2004-12-22,,absent,2004-12-22,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,warning,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked"", ""eligible_warning""]","[""quality=warning"", ""reference_metadata=gap""]",B2-04A-residual-triage
b,dominant_main,1d,direct,2004-12-22,,absent,2004-12-22,2004-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,warning,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked"", ""eligible_warning""]","[""quality=warning"", ""reference_metadata=gap""]",B2-04A-residual-triage
b,dominant_main,1m,direct,2004-12-22,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
b,dominant_main,1w,direct,2004-12-22,,absent,2004-12-24,2004-12-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,5,1,"{""declared_conflict"": 1, ""matched"": 4}","[""blocked""]","[""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
b,dominant_main,30m,derived_from_1m,2004-12-22,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
b,dominant_main,5m,derived_from_1m,2004-12-22,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
b,dominant_main,60m,derived_from_1m,2004-12-22,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
bb,dominant_main,15m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
bb,dominant_main,1d,derived_from_1m,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False,5,3,2,"{""matched"": 5}","[""blocked""]","[""quality=failed"", ""reference_metadata=gap""]",B2-04A-residual-triage
bb,dominant_main,1d,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False,5,3,2,"{""matched"": 5}","[""blocked""]","[""quality=failed"", ""reference_metadata=gap""]",B2-04A-residual-triage
bb,dominant_main,1m,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bb,dominant_main,1w,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,4,False,4,4,1,"{""declared_conflict"": 1, ""matched"": 3}","[""blocked""]","[""quality=failed"", ""reference_metadata=gap"", ""checksum_failure""]",B2-04A-residual-triage
bb,dominant_main,30m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
bb,dominant_main,5m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
bb,dominant_main,60m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
bc,dominant_main,15m,derived_from_1m,2020-11-19,,absent,2020-11-19,2020-11-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bc,dominant_main,1d,derived_from_1m,2020-11-19,,absent,2020-11-19,2020-11-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bc,dominant_main,1d,direct,2020-11-19,,absent,2020-11-19,2020-11-19,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bc,dominant_main,1m,direct,2020-11-19,,absent,2020-11-19,2020-11-19,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bc,dominant_main,1w,direct,2020-11-19,,absent,2020-11-20,2020-11-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bc,dominant_main,30m,derived_from_1m,2020-11-19,,absent,2020-11-19,2020-11-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bc,dominant_main,5m,derived_from_1m,2020-11-19,,absent,2020-11-19,2020-11-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bc,dominant_main,60m,derived_from_1m,2020-11-19,,absent,2020-11-19,2020-11-19,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
br,dominant_main,15m,derived_from_1m,2023-07-28,,absent,2023-07-28,2023-07-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
br,dominant_main,1d,derived_from_1m,2023-07-28,,absent,2023-07-28,2023-07-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
br,dominant_main,1d,direct,2023-07-28,,absent,2023-07-28,2023-07-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
br,dominant_main,1m,direct,2023-07-28,,absent,2023-07-28,2023-07-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
br,dominant_main,1w,direct,2023-07-28,,absent,2023-07-28,2023-07-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False,4,4,1,"{""matched"": 4}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
br,dominant_main,30m,derived_from_1m,2023-07-28,,absent,2023-07-28,2023-07-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
br,dominant_main,5m,derived_from_1m,2023-07-28,,absent,2023-07-28,2023-07-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
br,dominant_main,60m,derived_from_1m,2023-07-28,,absent,2023-07-28,2023-07-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bu,dominant_main,15m,derived_from_1m,2013-10-09,,absent,2020-01-02,2013-10-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False,3,3,1,"{""matched"": 3}","[""blocked""]","[""physical_coverage=partial"", ""reference_metadata=gap""]",B2-04A-residual-triage
bu,dominant_main,1d,derived_from_1m,2013-10-09,,absent,2013-10-09,2013-10-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bu,dominant_main,1d,direct,2013-10-09,,absent,2013-10-09,2013-10-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
bu,dominant_main,1m,direct,2013-10-09,,absent,2013-10-09,2013-10-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False,5,4,2,"{""matched"": 5}","[""blocked""]","[""reference_metadata=gap""]",B2-04A-residual-triage
