product,contract,contract_role,period,expected_start,expected_end,target_reason,physical_evidence_count,spanning_evidence_count,registration_status,quality_status,checksum_status_counts,reason,recommended_next_task
a,A0709,actual_contract,1m,2007-02-01,2007-05-30,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0801,actual_contract,1d,2007-05-31,2007-08-07,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0801,actual_contract,1m,2007-05-31,2007-08-07,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0805,actual_contract,1d,2007-08-08,2007-11-15,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0805,actual_contract,1m,2007-08-08,2007-11-15,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0809,actual_contract,1d,2007-11-16,2008-02-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0809,actual_contract,1m,2007-11-16,2008-02-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0901,actual_contract,1d,2008-02-27,2008-10-14,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0901,actual_contract,1m,2008-02-27,2008-10-14,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0905,actual_contract,1d,2008-10-15,2009-01-12,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0905,actual_contract,1m,2008-10-15,2009-01-12,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0909,actual_contract,1d,2009-01-13,2009-04-14,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A0909,actual_contract,1m,2009-01-13,2009-04-14,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A1001,actual_contract,1d,2009-04-15,2009-07-09,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A1001,actual_contract,1m,2009-04-15,2009-07-09,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A1005,actual_contract,1d,2009-07-10,2009-10-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A1005,actual_contract,1m,2009-07-10,2009-10-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
a,A1009,actual_contract,1d,2009-10-27,2010-04-22,main_contract_map_rank1_effective_range,1,0,registered,passed,"{""matched"": 1}","[""no_single_physical_evidence_spans_rank1_interval""]",B2-04A-actual-rank1-interval-triage
a,A1009,actual_contract,1m,2009-10-27,2010-04-22,main_contract_map_rank1_effective_range,1,0,registered,passed,"{""matched"": 1}","[""no_single_physical_evidence_spans_rank1_interval""]",B2-04A-actual-rank1-interval-triage
al,AL0503,actual_contract,1d,2005-01-04,2005-02-16,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0503,actual_contract,1m,2005-01-04,2005-02-16,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0504,actual_contract,1d,2005-02-17,2005-03-07,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0504,actual_contract,1m,2005-02-17,2005-03-07,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0505,actual_contract,1d,2005-03-08,2005-03-17,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0505,actual_contract,1m,2005-03-08,2005-03-17,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0506,actual_contract,1d,2005-03-18,2005-05-10,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0506,actual_contract,1m,2005-03-18,2005-05-10,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0507,actual_contract,1d,2005-05-11,2005-06-03,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0507,actual_contract,1m,2005-05-11,2005-06-03,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0508,actual_contract,1d,2005-06-06,2005-07-11,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0508,actual_contract,1m,2005-06-06,2005-07-11,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0509,actual_contract,1d,2005-07-12,2005-08-01,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0509,actual_contract,1m,2005-07-12,2005-08-01,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0510,actual_contract,1d,2005-08-02,2005-09-16,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0510,actual_contract,1m,2005-08-02,2005-09-16,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0511,actual_contract,1d,2005-09-19,2005-10-11,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0511,actual_contract,1m,2005-09-19,2005-10-11,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0601,actual_contract,1d,2005-10-12,2005-11-28,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0601,actual_contract,1m,2005-10-12,2005-11-28,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0603,actual_contract,1d,2005-11-29,2006-01-10,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0603,actual_contract,1m,2005-11-29,2006-01-10,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0604,actual_contract,1d,2006-01-11,2006-02-06,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0604,actual_contract,1m,2006-01-11,2006-02-06,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0605,actual_contract,1d,2006-02-07,2006-03-20,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0605,actual_contract,1m,2006-02-07,2006-03-20,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0606,actual_contract,1d,2006-03-21,2006-04-12,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0606,actual_contract,1m,2006-03-21,2006-04-12,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0607,actual_contract,1d,2006-04-13,2006-05-11,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0607,actual_contract,1m,2006-04-13,2006-05-11,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0608,actual_contract,1d,2006-05-12,2006-06-14,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0608,actual_contract,1m,2006-05-12,2006-06-14,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0609,actual_contract,1d,2006-06-15,2006-07-13,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0609,actual_contract,1m,2006-06-15,2006-07-13,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0610,actual_contract,1d,2006-07-14,2006-08-21,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0610,actual_contract,1m,2006-07-14,2006-08-21,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0611,actual_contract,1d,2006-08-22,2006-09-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0611,actual_contract,1m,2006-08-22,2006-09-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0612,actual_contract,1d,2006-09-27,2006-10-23,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0612,actual_contract,1m,2006-09-27,2006-10-23,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0701,actual_contract,1d,2006-10-24,2006-12-04,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0701,actual_contract,1m,2006-10-24,2006-12-04,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0702,actual_contract,1d,2006-12-05,2006-12-27,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0702,actual_contract,1m,2006-12-05,2006-12-27,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0703,actual_contract,1d,2006-12-28,2007-01-24,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0703,actual_contract,1m,2006-12-28,2007-01-24,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0704,actual_contract,1d,2007-01-25,2007-02-16,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0704,actual_contract,1m,2007-01-25,2007-02-16,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0705,actual_contract,1d,2007-02-26,2007-03-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0705,actual_contract,1m,2007-02-26,2007-03-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0706,actual_contract,1d,2007-03-27,2007-04-09,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0706,actual_contract,1m,2007-03-27,2007-04-09,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0707,actual_contract,1d,2007-04-10,2007-06-04,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0707,actual_contract,1m,2007-04-10,2007-06-04,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0708,actual_contract,1d,2007-06-05,2007-07-03,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0708,actual_contract,1m,2007-06-05,2007-07-03,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0709,actual_contract,1d,2007-07-04,2007-07-25,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0709,actual_contract,1m,2007-07-04,2007-07-25,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0710,actual_contract,1d,2007-07-26,2007-08-17,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0710,actual_contract,1m,2007-07-26,2007-08-17,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0711,actual_contract,1d,2007-08-20,2007-09-18,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0711,actual_contract,1m,2007-08-20,2007-09-18,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0712,actual_contract,1d,2007-09-19,2007-10-25,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0712,actual_contract,1m,2007-09-19,2007-10-25,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0801,actual_contract,1d,2007-10-26,2007-12-04,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0801,actual_contract,1m,2007-10-26,2007-12-04,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0802,actual_contract,1d,2007-12-05,2007-12-24,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0802,actual_contract,1m,2007-12-05,2007-12-24,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0803,actual_contract,1d,2007-12-25,2008-01-25,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0803,actual_contract,1m,2007-12-25,2008-01-25,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0804,actual_contract,1d,2008-01-28,2008-02-21,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0804,actual_contract,1m,2008-01-28,2008-02-21,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0805,actual_contract,1d,2008-02-22,2008-03-18,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0805,actual_contract,1m,2008-02-22,2008-03-18,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0806,actual_contract,1d,2008-03-19,2008-05-05,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0806,actual_contract,1m,2008-03-19,2008-05-05,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0807,actual_contract,1d,2008-05-06,2008-05-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0807,actual_contract,1m,2008-05-06,2008-05-26,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0808,actual_contract,1d,2008-05-27,2008-06-20,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0808,actual_contract,1m,2008-05-27,2008-06-20,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
al,AL0809,actual_contract,1d,2008-06-23,2008-08-04,main_contract_map_rank1_effective_range,0,0,missing,unchecked,{},"[""missing_physical_identity"", ""missing_exact_db_registration"", ""quality_unchecked""]",B2-04A-actual-rank1-interval-triage
